Species Code	Accession Number	PCO1	PCO2	PCO3	PCO4	PCO5
AVL	498092AVL*	-0.20242007	-0.21476151	-0.04345845	-0.13561819	0.00577528
AVL	498093AVL*	-0.2353625	-0.21329671	-0.03052546	-0.14131606	-0.06190195
BER	498105BER*	-0.16801448	-0.14549888	0.04431098	-0.08009752	-0.03888059
BRC	498111BRC*	-0.23290928	-0.2461981	-0.04977038	-0.14887859	-0.09313796
BRC	498112BRC*	-0.26683156	-0.2017595	-0.12468324	-0.08820033	-0.08722096
BRC	498114BRC*	-0.24467276	-0.21510371	-0.04713989	-0.11666144	-0.02607175
BRC	498115BRC*	-0.28290897	-0.23212247	-0.06395149	-0.10495294	-0.04221243
SPL	498134SPL*	-0.24815238	-0.21815636	-0.11154728	-0.14127715	-0.04200953
SPL	498140SPL*	-0.24758417	-0.23969121	-0.04834928	-0.13847422	-0.0417538
FLH	498166FLH	-0.06047162	-0.02631153	0.14524212	0.01800536	0.11601856
ADG	4981ADG	0.31865779	0.00135517	-0.04441984	0.03403217	-0.02992337
AMB	498209AMB*	0.29774354	-0.04803873	0.08306257	0.00860517	0.06741466
AMB	498210AMB*	0.30439021	-0.03251584	0.06656165	0.02995211	0.06379071
AMB	498212AMB*	0.34110569	-0.06492106	0.02325755	0.0477566	0.07007532
AMB	498213AMB*	0.31935666	-0.02547298	0.08180725	0.0465517	0.07208717
BRC	498218BRC*	-0.23597152	-0.22398755	-0.06715411	-0.1072271	-0.08668859
CND	498226CND*	0.23534728	-0.04679427	0.11734701	0.03765067	0.05444415
STO	498238STO*	-0.28575576	0.05893179	-0.1160265	0.29296753	-0.12994029
LXS	498252LXS	-0.03812351	-0.04848018	0.18917055	-0.05626137	0.04861949
MRN	498254MRN*	0.26861879	-0.06995558	0.05920646	0.02677705	0.05177859
MRN	498255MRN*	0.21944132	-0.05039614	0.06385923	0.03348156	0.04175676
MTP	498266MTP*	-0.12744553	-0.10735331	0.27014351	0.07240922	0.13500841
SPL	498285SPL*	-0.25753739	-0.22283298	-0.09001583	-0.17502202	-0.0653268
MLT	498304MLT*	0.01536849	-0.10283905	0.08418697	-0.03948613	-0.00016596
SCR	498306SCR*	-0.09424233	-0.21205635	-0.10328658	-0.12633853	-0.02561998
ETB	498311ETB*	-0.14131402	-0.07333665	0.33067039	0.07608334	0.17192476
CND	498313CND*	0.17504786	-0.03027552	0.07909408	0.04957378	0.06215008
VID	498332VID*	-0.23933674	-0.23871358	-0.04672377	-0.14500373	-0.01126899
ETB	498412ETB*	-0.13093018	-0.07123474	0.32126981	0.08610735	0.15127033
ADG	4987ADG	0.35454833	0.01500793	-0.05592647	0.02764032	0.00789355
ADG	4988ADG*	0.32049416	0.03954626	-0.11888949	0.05872129	-0.06426775
ADG	4993ADG	0.3218619	0.01238634	-0.04983752	-0.00861516	-0.00950289
ADG	4994ADG	0.26361839	-0.02630151	-0.08886722	0.01170516	-0.04881547
DMS	4DMS	-0.28501585	0.2913431	-0.11089595	-0.08024114	0.043666
CHC	500020CHC*	-0.1535067	-0.10087564	0.03716559	-0.14474453	-0.03235378
GRL	500022GRL*	-0.17824457	-0.16621791	-0.0431438	-0.17240746	-0.07239522
MGA	500029MGA*	-0.13696471	0.01827776	0.1331299	-0.14710569	-0.00600725
INM	500048INM*	-0.18595553	-0.2057785	-0.04070728	-0.20981235	-0.09621959
VRN	500068VRN*	-0.18314352	-0.15198194	0.04830578	-0.13373716	-0.01711683
VRN	500070VRN*	-0.21937976	-0.15860718	0.01085389	-0.10556326	-0.03528802
ADG	5000ADG	0.3313818	0.02204967	-0.07485229	0.00502021	0.01104601
ADG	5002ADG	0.27964953	0.0032427	-0.10092112	-0.00990529	-0.06734045
ADG	5007ADG	0.27709604	0.08743459	-0.09927269	0.07486597	-0.06169123
ADG	5010ADG	0.30148734	0.0277464	-0.07339336	0.03731001	-0.07312212
ADG	5021ADG*	0.31651393	0.0174491	-0.06505875	-0.01471676	-0.0601779
ADG	5022ADG	0.31548158	0.04781247	-0.0964226	0.02207668	-0.00219713
ADG	5028ADG	0.38212543	-0.00637644	-0.03760055	0.05991853	0.00894034
ADG	5030ADG	0.31410934	0.04714587	-0.07671797	0.06068278	-0.05557016
ADG	5034ADG	0.32263377	-0.01018933	-0.10047425	0.00062113	0.01331864
ADG	5037ADG*	0.30184547	0.04464391	-0.11565347	0.03401075	-0.08491899
ADG	503ADG	0.32832655	0.0025456	0.01172239	0.04387701	-0.02610215
ADG	504ADG*	0.32293058	-0.03126596	-0.00320712	-0.02517213	0.02975689
ADG	5056ADG	0.31720079	0.03598211	-0.11463974	0.01762306	-0.01883682
ADG	5058ADG	0.26013328	0.03343296	-0.13292698	-0.00166008	-0.08724577
ADG	5060ADG*	0.29460336	0.08455881	-0.07180433	0.03824224	-0.03819211
ADG	5067ADG	0.2750591	-0.0502141	-0.08067724	-0.02209763	0.00282874
ADG	5068ADG	0.26165917	0.0389305	-0.11294852	0.00940471	-0.06713221
ADG	5077ADG	0.29918126	0.04603477	-0.0732426	-0.02799837	-0.02711545
ADG	5078ADG	0.20672103	0.03807105	-0.06484396	0.03798975	-0.07924627
ADG	5081ADG	0.32803778	0.05257973	-0.06342301	0.04537763	-0.05454933
ADG	508ADG_2	0.30435614	0.01853565	-0.05789348	-0.00460264	-0.07173652
ADG	508ADG_2	0.37965248	0.04071318	-0.01883596	-0.02596817	0.01675088
ADG	5092ADG	0.3724635	0.02663953	-0.04300683	0.02817876	-0.00448882
ADG	5093ADG*	0.34019129	0.0430058	-0.05283273	0.02654745	-0.0481268
ADG	509ADG	0.35741767	0.03152786	-0.01480028	0.01653663	-0.02587576
ADG	5101ADG	0.32495837	0.07006836	-0.05066723	0.06159056	-0.07261367
ADG	5108ADG	0.29800567	0.02036259	-0.022086	0.02076679	-0.04827418
ADG	5111ADG	0.28797816	-0.01104748	-0.06075086	0.03460466	-0.06176876
ADG	5115ADG	0.3259078	0.01321758	-0.04466432	-0.04333195	-0.03130949
ADG	5117ADG	0.2578621	0.00691988	0.02191599	-0.02233278	-0.02115857
ADG	5121ADG	0.36418166	0.02065807	-0.05426349	-0.03820741	0.01560786
ADG	5138ADG*	0.29985516	-0.01280126	-0.06565274	-0.0233465	-0.01525266
ADG	5140ADG	0.32483341	0.00837845	-0.08637848	0.02651864	-0.00257593
ADG	5145ADG	0.27070501	0.04196981	-0.05911718	0.04012119	-0.06734047
ADG	5146ADG	0.37202997	0.01829814	-0.0279971	-0.00483676	0.01520699
ADG	5147ADG	0.32279746	0.03431518	-0.11638811	0.0456125	-0.00821674
ADG	5158ADG	0.31703498	-0.02635823	-0.03856308	0.02306318	0.03110867
ADG	5167ADG*	0.31006168	0.00574953	-0.06790089	-0.0193456	-0.04910698
ADG	5168ADG	0.33761345	0.00481383	-0.11213781	-0.0032082	-0.04531619
ADG	5171ADG	0.25596298	0.00973067	-0.08169868	0.00691348	-0.01458639
ADG	5173ADG	0.30980472	0.06595869	-0.05937525	-0.00840008	-0.06160404
ADG	5175ADG	0.29008083	0.03314416	-0.12473309	-0.00766033	-0.05889448
ADG	5179ADG	0.3326284	-0.0188249	-0.11167487	0.00231087	-0.05144725
ADG	5181ADG	0.34085503	-0.01418008	-0.02448937	0.01535114	0.01313149
ADG	5183ADG*	0.33141564	0.05791096	-0.03859738	-0.02194338	-0.03683085
ADG	5188ADG	0.29084226	0.05656706	-0.11081385	0.01699027	-0.0756992
ADG	5189ADG	0.28426508	0.04234359	-0.11842334	0.07837669	-0.03011523
ADG	5192ADG	0.26991223	0.03429423	-0.1314045	0.02400385	-0.02136351
ADG	5194ADG	0.24847249	0.11818762	-0.10174873	0.05635013	-0.07792525
ADG	519ADG	0.28486565	-0.00644886	-0.03771964	-0.00364203	-0.00210547
ADG	5201ADG	0.20549739	-0.00276069	0.00997088	-0.05269069	0.0452489
ADG	5202ADG	0.39934199	-0.03268527	-0.01773161	0.03824713	0.02920498
ADG	5211ADG	0.32274411	0.02209991	-0.05752847	0.0133444	0.01195783
ADG	5213ADG*	0.24455349	0.00112914	-0.14947882	0.0295042	-0.08661639
ADG	5215ADG*	0.26287052	0.06087719	-0.13884573	0.01817953	-0.07423002
ADG	5226ADG*	0.30266817	0.03025638	-0.10397685	0.05042435	-0.05622184
ADG	5227ADG	0.35752778	0.04056672	-0.04953827	0.05745037	-0.02796604
ADG	522bADG	0.34785217	-0.01838057	-0.03302921	-0.00934879	0.01355973
ADG	5230ADG	0.38289638	0.01787156	-0.04230481	0.03134177	0.00014788
ADG	5233ADG	0.32927119	-0.02427392	-0.10339824	0.01645858	0.01104466
ADG	5246ADG	0.31153909	0.02585883	-0.08316044	0.05941732	-0.04291634
ADG	524ADG_1	0.34336662	-0.01541858	-0.08200319	-0.01228573	-0.06830176
ADG	524ADG_2	0.34438342	0.03078234	-0.0467279	-0.01232877	0.03176713
ADG	5251ADG	0.27453939	0.0794773	-0.06828236	0.0339712	-0.10020858
ADG	5257ADG	0.28853324	-0.00737672	0.0166818	0.04184193	0.02788
ADG	5259ADG	0.36225802	-0.00379773	-0.02364929	-0.00679482	-0.03371716
ADG	5262ADG	0.3219674	0.04815464	-0.05839402	0.05138449	-0.06531784
ADG	5265ADG	0.29562439	0.04887625	0.01201448	0.0040863	0.03261155
ADG	5266ADG	0.26259993	0.04223125	-0.04488489	0.01104752	-0.06487317
ADG	5270ADG	0.38851775	0.03465507	-0.04644485	0.00511786	0.0159921
ADG	5271ADG	0.20768773	0.00035182	-0.06246217	-0.03378871	0.00893961
ADG	5274ADG	-0.17440796	-0.16261178	-0.10290293	-0.10661688	-0.10500265
ADG	5281ADG	0.29649635	0.07228295	-0.10718023	0.03345219	-0.09173526
ADG	5282ADG*	0.24632756	-0.02296351	-0.03996193	-0.01618751	-0.03789531
ADG	5285ADG	0.20899593	-0.00700468	-0.06862574	-0.03743836	-0.03337727
ADG	5292ADG	0.29817929	-0.02808224	-0.04436538	0.00925581	-0.0016064
ADG	5296ADG	0.27594423	0.01434431	-0.00706669	0.00258771	0.03793608
ADG	5299ADG	0.22712023	0.04122202	-0.1004221	0.03040279	-0.12211408
ADG	5304ADG	0.24699513	0.02004294	-0.07780375	0.04530368	-0.10835694
ADG	5307ADG	0.2483368	0.04277	0.01351534	0.05041983	-0.03431296
ADG	5308ADG	0.37782243	0.03156803	-0.06834933	0.02909156	-0.00488527
CAN	530CAN	0.20370681	-0.01527677	0.08206887	0.0074829	-0.01520278
ADG	5317ADG	0.20748261	0.01758754	-0.11439601	0.04679989	-0.09514532
ADG	5327ADG	0.24019703	-0.01491822	-0.13355816	0.02177274	-0.06733371
ADG	5334ADG	0.29294561	0.01827341	-0.06604301	-0.0046795	0.00182941
ADG	5335ADG	0.27442445	0.00255982	-0.04160814	-0.01486746	0.03165332
ADG	5339ADG	0.26523424	0.04552075	-0.07253301	0.01947737	-0.04819762
MLT	533MLT	0.20895614	-0.02199979	0.08334273	0.05467989	0.05081319
ADG	5344ADG	0.26369243	0.03764426	-0.11285285	0.04811909	-0.11604483
ADG	5349ADG	0.33985301	0.00407559	-0.02875603	0.00216178	-0.00871158
ADG	5362ADG	0.27813656	0.02989303	-0.03251912	0.00678893	-0.00439692
ADG	5364ADG	0.36097071	-0.01086111	-0.03790321	0.04191832	0.00721586
ADG	5369ADG	0.35322974	0.02371102	-0.0567186	0.05559767	-0.00883611
GRL	537026GRL*	-0.25773018	-0.19646777	-0.12873398	-0.10754368	0.00248098
ADG	5372ADG*	0.31105665	-0.00236427	-0.01449131	-0.00746272	-0.01370193
ADG	5389ADG*	0.36697047	0.0088119	-0.01235701	-0.02217546	-0.01057104
ADG	5403ADG	0.2958842	0.03057998	-0.09132742	0.02905406	-0.04593333
ADG	5404ADG	0.2972469	0.07967334	-0.05270675	0.0475012	-0.08836563
ADG	5416ADG	0.26052436	0.07080599	-0.0814254	0.02582456	-0.13656954
ADG	5419ADG	0.19702333	-0.05901104	-0.0460093	0.04494999	0.05915762
ADG	5423ADG_1	0.31892934	0.0871817	-0.10851888	0.0310317	-0.11981251
ADG	5423ADG_2	0.36600852	0.05154406	-0.09886757	0.00522748	-0.04237656
ADG	5425ADG	0.33287128	0.0013873	-0.07535902	0.05064303	-0.02972701
ADG	5436ADG	0.38653406	-0.00182135	-0.08975135	0.01356812	-0.04482181
ADG	5440ADG_1	0.26493489	-0.01835125	-0.10897496	0.01561692	0.00028867
ADG	5440ADG_2	0.33901058	-0.01800988	-0.06331096	0.02602287	-0.03371373
ADG	5443ADG*	0.32257666	0.03258105	-0.06772194	0.05604792	-0.04008272
ADG	5445ADG	0.33875806	-0.0074465	-0.04400219	0.02642957	-0.05161472
ADG	5447ADG_1	0.35936327	0.01777437	-0.04044002	0.01849801	-0.01963435
ADG	5447ADG_2	0.40511961	0.05214872	-0.02632421	0.02606998	-0.02609492
VER	545745VER*	-0.29027186	-0.12803848	-0.16117134	0.0447466	0.19332576
VER	545747VER*	-0.27533679	-0.12267961	-0.16691559	0.06969981	0.23556599
BLB	545752BLB*	-0.11852722	0.01633092	0.37463263	0.12616137	-0.00658809
MRL	545774MRL	-0.14989492	-0.03116982	0.35645336	0.17662119	0.0150982
OXC	545779OXC	-0.069391	-0.01754396	0.12801497	0.03203367	0.12503212
ADG	5457ADG_1	0.24992477	-0.01378939	-0.17464694	-0.03480221	-0.05801553
ADG	5457ADG_2*	0.28521825	-0.01090391	-0.10390999	0.0220801	-0.01063849
NYR	545825NYR*	-0.13050905	-0.02169116	0.31062806	0.25349311	-0.10966569
NYR	545827NYR	-0.16171776	0.00345242	0.31371175	0.22746927	-0.10124358
SPH	545832SPH*	-0.10193399	-0.01511623	0.31410868	0.23956182	-0.07218435
ARZ	545846ARZ*	-0.0829884	-0.1745212	-0.00075797	-0.13369974	0.02225919
GRL	545865GRL*	-0.25489591	-0.22574831	-0.11606266	-0.05668287	-0.01141516
GRL	545866GRL*	-0.25098871	-0.23329287	-0.12327576	-0.06950366	-0.02225944
GRL	545867GRL*	-0.25155352	-0.2484848	-0.123824	-0.11429442	-0.01937594
HDM	545870HDM*	-0.25138108	-0.22098817	-0.08513105	-0.10821637	-0.03993298
HDM	545872HDM*	-0.22470294	-0.16383389	-0.07702478	-0.09049415	-0.06256947
HDM	545876HDM*	-0.24945193	-0.22317169	-0.09681211	-0.07834895	-0.01854527
HDM	545877HDM*	-0.22926077	-0.1640974	-0.05768696	-0.16356581	-0.03482513
HDM	545878HDM*	-0.23542598	-0.20655597	-0.10949849	-0.06520153	-0.02026847
HDM	545879HDM*	-0.23584999	-0.25792325	-0.06460597	-0.11812468	-0.06085653
HPS	545881HPS*	-0.23763934	-0.24883249	-0.07032221	-0.11220688	-0.01736972
HPS	545882HPS*	-0.21084996	-0.24486258	-0.11872029	-0.14599592	-0.01532569
OPL	545906OPL*	-0.26470687	-0.20203814	-0.10968638	-0.14231193	-0.08876459
OPL	545908OPL_1	-0.2191996	-0.22734267	-0.09147374	-0.12387147	-0.09888968
OPL	545908OPL_10	-0.22982024	-0.16567903	-0.07081332	-0.18227739	-0.08451981
OPL	545908OPL_11	-0.21511213	-0.18221499	-0.08984161	-0.1529367	-0.11184049
OPL	545908OPL_12	-0.21426929	-0.1806586	-0.09075512	-0.16104239	-0.12038326
OPL	545908OPL_13	-0.20625037	-0.18160166	-0.05508105	-0.17302988	-0.08519686
OPL	545908OPL_14	-0.20592972	-0.18541766	-0.08875683	-0.15476803	-0.1243172
OPL	545908OPL_15	-0.21210721	-0.15481125	-0.07040251	-0.18774163	-0.09417347
OPL	545908OPL_16	-0.20322511	-0.17230459	-0.05243619	-0.17755107	-0.1150133
OPL	545908OPL_17	-0.21445006	-0.18021871	-0.09191459	-0.16142715	-0.10396129
OPL	545908OPL_18	-0.21412877	-0.17744251	-0.06137266	-0.19723559	-0.10012657
OPL	545908OPL_2	-0.22385952	-0.21578405	-0.09847678	-0.14453758	-0.12057921
OPL	545908OPL_3	-0.22092001	-0.21662986	-0.0678455	-0.15232615	-0.09503907
OPL	545908OPL_4	-0.21282526	-0.1874018	-0.08520347	-0.15578774	-0.11175709
OPL	545908OPL_5	-0.23481259	-0.16848134	-0.08296744	-0.16892058	-0.10647
OPL	545908OPL_6	-0.22775007	-0.15871637	-0.08172781	-0.14625303	-0.06530852
OPL	545908OPL_7	-0.22492192	-0.18712678	-0.07476865	-0.14969653	-0.06562228
OPL	545908OPL_8	-0.20449398	-0.16881403	-0.0738249	-0.19765163	-0.09430779
OPL	545908OPL_9	-0.20376687	-0.17156432	-0.10654798	-0.15703844	-0.09463899
OPL	545909OPL*	-0.27890122	-0.23300051	-0.12321415	-0.13050874	-0.10252831
SCR	545915SCR*	-0.11327759	-0.12455949	-0.13881718	-0.08794103	-0.09291323
TAR	545922TAR	-0.1170462	-0.1522586	0.04240437	-0.09460865	0.00920192
BRC	545969BRC*	-0.24852372	-0.23321661	-0.10212551	-0.10526226	-0.03744855
BRC	545970BRC*	-0.27859211	-0.26307812	-0.08227921	-0.12512725	-0.1059201
CND	545972CND*	0.14797543	-0.0533743	0.12274413	0.05031732	0.07503309
GRL	545975GRL*	-0.28834362	-0.23398225	-0.11750012	-0.0553879	-0.02297242
GRL	545976GRL*	-0.31135335	-0.25503747	-0.12082965	-0.09748413	-0.03459784
GRL	545977GRL*	-0.27616383	-0.2755344	-0.10063657	-0.07489438	-0.06020811
GRL	545978GRL*	-0.2866088	-0.19931857	-0.11160838	-0.05501728	-0.01800013
STN	545980STN*	0.39173831	0.01415399	-0.00709749	0.0352978	0.01522437
BRC	545981BRC*	-0.23040038	-0.20380919	-0.15071952	-0.08368842	-0.03985382
LPH	545985LPH*	-0.22773315	-0.24030644	-0.09971247	-0.06403012	-0.03431123
LPH	545987LPH*	-0.23586111	-0.19087539	-0.09489221	-0.1032318	-0.06519253
LPH	545992LPH*	-0.19616433	-0.23079417	-0.09228345	-0.08309764	-0.03374804
LPH	545997LPH*	-0.2271509	-0.22606585	-0.09601738	-0.07648136	-0.04653722
MGA	546000MGA*	-0.17958011	-0.0195543	0.10855939	-0.11560427	-0.06227772
BRC	546003BRC*	-0.29230794	-0.24042269	-0.15802663	-0.11745536	-0.07648666
SCR	546008SCR*	-0.17116856	-0.20214913	-0.11363874	-0.09513708	-0.03657309
UGT	546030UGT*	-0.22304813	-0.23539166	-0.10154007	-0.13103522	-0.06342849
UGT	546032UGT*	-0.25172095	-0.21762543	-0.1327423	-0.12905619	-0.06163375
ADG	5460ADG_1	0.16863424	-0.01536893	-0.12881213	-0.02122987	-0.054745
ADG	5460ADG_2*	0.1521988	0.00734798	-0.16845454	0.02214963	-0.02010752
ADG	5461ADG	0.3568946	0.02468637	-0.07306949	0.01850547	-0.0292683
ADG	5464ADG	0.25079341	0.00583573	-0.11719375	-0.00391688	-0.0268877
ADG	5465ADG	0.24626911	0.04703651	-0.11960076	0.02388896	-0.06798016
ADG	5475ADG	0.35012648	-0.00118292	-0.05202032	0.02665703	-0.00395269
ADG	5478ADG	0.25201996	0.01114666	-0.04325013	-0.02661175	-0.05404508
ADG	5479ADG	0.34361129	-0.00489597	-0.05897873	0.00374116	0.0161509
ADG	547ADG	0.27423975	-0.01814239	-0.06230375	0.01062096	-0.04557282
ADG	5480ADG_1	0.33829234	0.06181742	-0.10133936	0.03295672	-0.09305295
ADG	5483ADG	0.27755248	-0.03831367	0.0590368	-0.04003505	0.08854708
ADG	5484ADG	0.29073031	0.03026276	-0.12145356	0.03841117	-0.0642502
ADG	5489ADG	0.3269131	0.000152	-0.06155355	0.00869586	-0.04092653
ADG	5491ADG_1	0.26708225	0.00316174	-0.09492124	-0.00902176	-0.07551756
ADG	5491ADG_2	0.26129753	-0.01228252	-0.08969203	-0.03629	-0.08288428
ADG	5497ADG	0.26658228	0.00195741	-0.15253392	0.00459779	-0.06549604
ADG	5498ADG	0.14093301	-0.01151326	-0.07990039	-0.06603053	-0.06920752
VER	54VER	-0.2873655	-0.0674621	-0.21584696	0.11596774	0.10717976
ADG	5500ADG	0.15517601	-0.0343994	-0.11138988	-0.00670751	0.02418086
ADG	5502ADG_1	0.35334563	0.03152436	-0.082784	0.03441628	0.01160594
ADG	5502ADG_2	0.28276554	-0.0258665	-0.06759226	-0.01219344	-0.06821652
ADG	5505ADG_1	0.3445512	-0.00165773	-0.06201474	0.02703858	-0.01195489
ADG	5505ADG_2	0.42290625	0.01283997	-0.08154952	0.00673872	-0.04248378
ADG	5507ADG*	0.18152469	0.01833211	-0.14350969	-0.00284717	-0.10683121
ADG	5508ADG	0.28509311	-0.0145232	-0.07383485	0.0132542	-0.02643511
ADG	5511ADG	0.25124294	-0.00997023	-0.13239194	0.01065746	-0.06270061
ADG	5515ADG	0.3263171	0.00553074	-0.06523878	0.0468516	0.01921522
ADG	5528ADG	0.31301156	-0.0313419	-0.06733034	-0.02649187	-0.00598366
ADG	5543ADG	0.34135257	0.03175437	-0.04148545	-0.01000868	-0.02792074
ADG	5563ADG	0.34435213	-0.00696681	-0.11393637	0.05244957	-0.00735814
ADG	5565ADG	0.36806247	-0.02133289	-0.02767168	-0.00138487	0.0063107
ADG	5569ADG	0.33351005	-0.00939706	-0.07934285	0.00662046	-0.0358654
ADG	5571ADG	0.32178776	0.04303639	-0.09923593	0.01372694	-0.10027429
ADG	5575ADG_1	0.32891892	0.05976999	-0.08325425	0.03062113	-0.08423498
ADG	5575ADG_2	0.36210919	-0.00056853	-0.09768994	0.04198214	-0.03459423
ACH	558032ACH*	0.00471866	-0.10861479	0.11029411	0.03995112	0.02903345
GRL	558062GRL*	-0.20307573	-0.25540978	-0.01250504	-0.13092804	-0.0750027
GRL	558067GRL*	-0.17204273	-0.20076801	-0.05010051	-0.1324802	-0.0870525
GRL	558068GRL*	-0.20198948	-0.23885659	-0.03705855	-0.13544193	-0.06945421
OPL	558107OPL*	-0.21510586	-0.18011258	-0.09235769	-0.12943053	-0.0583443
VRN	558148VRN*	-0.1090557	-0.20415839	0.0412466	-0.14209849	-0.06246601
VRN	558150VRN*	-0.12841153	-0.20232512	0.00819644	-0.09734043	-0.05926961
KTZ	558185KTZ*	-0.09144224	-0.12879302	0.10255565	-0.07881144	-0.06652469
ADG	5581ADG	0.28925874	-0.00208465	-0.09593223	-0.00860532	-0.03241465
KTZ	558208KTZ*	-0.12784173	-0.12133041	0.10665925	-0.07488445	-0.04598297
MAG	558316MAG	-0.08825582	-0.12151891	0.03969242	-0.11777872	-0.02779609
AGF	558370AGF	-0.02705926	-0.0193611	0.16480457	0.01229349	0.09149833
PTT	558379PTT	-0.10879539	-0.03097083	0.33597692	0.16351601	0.00455319
STO	558395STO*	-0.2535377	0.03474486	-0.11376466	0.26987933	-0.12627257
STO	558396STO*	-0.25404281	0.02978202	-0.09125671	0.24064153	-0.16172956
LES	558434LES	-0.10048014	-0.03127106	0.3298011	0.11356257	0.06702483
SNK	558457SNK	-0.18294588	0.06050271	-0.06542661	0.11002376	0.08253949
BST	558460BST_1	-0.1256768	-0.05624127	0.29075093	0.24638689	-0.10247684
BST	558460BST_2	-0.12779087	-0.02244832	0.37202436	0.21425367	-0.07760156
DMS	558482DMS*	-0.24684617	0.18374716	-0.09004748	-0.07166919	0.04924483
VER	558488VER_1	-0.30269234	-0.13185229	-0.19835952	0.10280525	0.44314102
VER	558488VER_11	-0.29451899	-0.13634789	-0.18945419	0.09121128	0.45125299
VER	558488VER_12	-0.30909406	-0.13779145	-0.20127653	0.09422509	0.45137895
VER	558488VER_13	-0.30220042	-0.13626171	-0.19057851	0.09248079	0.45600986
VER	558488VER_14	-0.30220042	-0.13626171	-0.19057851	0.09248079	0.45600986
VER	558488VER_15	-0.30220042	-0.13626171	-0.19057851	0.09248079	0.45600986
VER	558488VER_16	-0.29567534	-0.15208256	-0.18844195	0.09844583	0.40458871
VER	558488VER_17	-0.30299696	-0.11721994	-0.19431438	0.10560514	0.44257724
VER	558488VER_18	-0.29976719	-0.13543991	-0.18977565	0.0850765	0.45631839
VER	558488VER_19	-0.3085246	-0.13994842	-0.20033771	0.09280807	0.45043568
VER	558488VER_2	-0.29829472	-0.12256271	-0.20189827	0.09674914	0.44772428
VER	558488VER_20	-0.30736987	-0.13222098	-0.20296483	0.09596673	0.43538371
VER	558488VER_21	-0.30941951	-0.13935298	-0.20235874	0.10284561	0.43273084
VER	558488VER_22	-0.30220042	-0.13626171	-0.19057851	0.09248079	0.45600986
VER	558488VER_23	-0.30259415	-0.13662766	-0.19041444	0.09196378	0.45629232
VER	558488VER_24	-0.3108951	-0.13504931	-0.20373863	0.10420179	0.42686095
VER	558488VER_3	-0.30038692	-0.13041591	-0.19486522	0.0993446	0.44806593
VER	558488VER_4	-0.29745097	-0.12348097	-0.19895324	0.09889836	0.44612979
VER	558488VER_5	-0.30679648	-0.13455092	-0.20111158	0.08870463	0.44837394
VER	558488VER_6	-0.30510009	-0.13328869	-0.19192666	0.08938481	0.45474724
VER	558488VER_7	-0.29972774	-0.12648103	-0.19456387	0.09061387	0.44955081
VER	558488VER_8	-0.30472127	-0.13020848	-0.19038681	0.08962042	0.45544756
VER	558488VER_9	-0.30669115	-0.13279621	-0.1979907	0.08527129	0.44248389
ADG	5588ADG*	0.32304088	0.01851665	-0.08033793	0.00595345	-0.00187886
ADG	5589ADG*	0.31719566	0.04169871	-0.10322772	0.04937788	-0.06378856
ADG	5592ADG	0.28882854	0.02604681	-0.13235611	-0.01130892	0.00520136
ADG	5594ADG*	0.30333625	0.08822245	-0.04479373	-0.0000616	-0.04009452
ADG	5599ADG	0.24494952	0.08038651	-0.14869483	-0.01133665	-0.05647686
ADG	5612ADG*	0.26851863	0.02428761	-0.15186376	0.01062688	-0.05984085
ABZ	561636ABZ	-0.06471325	-0.02226792	0.23704137	0.0696395	0.10553397
ABZ	561637ABZ	-0.08883004	-0.04106104	0.23298075	0.04080958	0.10754996
ALB	561642ALB	-0.07648763	0.02635233	0.15963466	0.05237966	0.08926938
PCJ	561651PCJ	-0.11799811	0.03095354	0.18642396	0.08925852	0.08142776
ADR	561658ADR	-0.12011066	-0.00768764	0.27112425	0.06427552	0.04720963
ADG	5620ADG	0.34012733	0.073172	-0.09790199	0.03240625	-0.06818153
ADG	5625ADG	0.19830566	0.0345436	-0.08511093	-0.01285112	0.00373252
ADG	5632ADG	0.35398786	0.01670869	-0.0802949	0.03092906	-0.03408022
ADG	5633ADG*	0.19787035	0.01400845	-0.12888578	-0.02339199	-0.0700243
TBR	5635TBR	0.34684386	0.05112849	-0.10567386	0.03815075	-0.03495627
TBR	5643TBR	0.231424	-0.03780534	-0.03266262	-0.03190814	-0.02720828
TBR	5649TBR	0.21687461	-0.03263111	-0.00152915	0.00104867	0.05011235
FRN	566754FRN	-0.12234965	-0.08489377	0.28526132	0.11135658	0.14729808
ADG	5670ADG	0.23202144	-0.04379776	-0.05371925	-0.04131162	-0.02333921
CHL	567821CHL*	-0.10579985	-0.00283306	0.25208199	0.06327774	0.12670404
COL	567826COL	-0.04958195	0.00340158	0.17574794	0.03730681	0.10170505
LBB	567840LBB	-0.06910598	0.00453639	0.16238017	0.04259321	0.1180281
MSP	567844MSP	-0.06291268	0.03760812	0.11316936	0.05919727	0.14636016
PLT	5684PLT	-0.26716064	0.17365019	-0.14118167	0.32397501	-0.21966705
BUK	568933BUK*	0.20067657	-0.0294575	0.06316746	0.01333203	0.01870647
BUK	568954BUK*	0.29523189	-0.00417013	0.01689332	0.00849344	0.01206957
IRS	568985IRS	-0.10821345	0.02313928	0.23016842	0.05402205	0.10275117
VER	5689VER_2	-0.31318662	-0.10132775	-0.15979878	0.09796848	0.17656643
ADG	568aADG	0.38499609	0.00989285	-0.04887658	-0.01263899	0.03009152
ACL	5696ACL	-0.16897502	0.33749787	0.09634366	-0.20804681	-0.10013097
